Company Name,Industry,Metro Area,Million/Billion,State,% Growth,Rank,Revenue
Emerge Managed Services,IT Services,Cincinnati,Million,Kentucky,1.09,"3,121",4
American Financial Network,Financial Services,Los Angeles,Million,California,1.09,"3,122",143
NeoSystems,Financial Services,"Washington, DC",Million,Virginia,1.08,"3,123",41
Student Painters,Consumer Products & Services,Detroit,Million,Michigan,1.08,"3,124",7
Chandler,Business Products & Services,Minneapolis,Million,Minnesota,1.08,"3,125",23
Saanvi Technologies,IT Services,Detroit,Million,Michigan,1.08,"3,126",5
Lifescript,Advertising & Marketing,Los Angeles,Million,California,1.08,"3,127",75
Aldridge,IT Services,Houston,Million,Texas,1.08,"3,128",16
The Produce Box,Food & Beverage,"Raleigh, NC",Million,North Carolina,1.08,"3,129",7
Pacific Companies,Health,Los Angeles,Million,California,1.08,"3,130",7
Pillar Technology,IT Services,"Columbus, OH",Million,Ohio,1.08,"3,131",29
Pioneer Bank,Financial Services,,Million,Texas,1.08,"3,132",20
Foundation Escrow Company,Real Estate,San Diego,Million,California,1.08,"3,133",3
MacDonald & Owen Veneer and Lumber Co.,Manufacturing,,Million,Wisconsin,1.08,"3,134",56
Mavens Consulting,IT Services,Chicago,Million,Illinois,1.08,"3,135",12
PRK Drilling & Blasting,Construction,"Winchester, VA-WV",Million,Virginia,1.08,"3,136",8
Rodda Electric,Energy,San Francisco,Million,California,1.08,"3,137",18
Aftermarket Dock Parts,Manufacturing,Los Angeles,Million,California,1.08,"3,138",2
smokingpipes.com,Retail,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Million,South Carolina,1.08,"3,139",13
SEI - Phoenix,IT Services,Phoenix,Million,Arizona,1.08,"3,140",5
Ski Butlers,Travel & Hospitality,"Summit Park, UT",Million,Utah,1.08,"3,141",5
ObjectFrontier Software,Software,Atlanta,Million,Georgia,1.08,"3,142",17
LABUR,Human Resources,Boston,Million,Massachusetts,1.08,"3,143",8
Virtium,Computer Hardware,Los Angeles,Million,California,1.08,"3,144",51
Carroll & Jameson,Manufacturing,"New Philadelphia-Dover, OH",Million,Ohio,1.08,"3,145",24
Meridian Partners,Government Services,Miami,Million,Florida,1.07,"3,146",6
Solar Art,Energy,Los Angeles,Million,California,1.07,"3,147",4
total apps,Financial Services,Los Angeles,Million,California,1.07,"3,148",5
ForYourParty.com,Retail,Chicago,Million,Illinois,1.07,"3,149",6
Reliant Foodservice,Food & Beverage,"Riverside-San Bernardino-Ontario, CA",Million,California,1.07,"3,150",27
Integrity HR,Human Resources,"Louisville/Jefferson County, KY-IN",Million,Kentucky,1.07,"3,151",3
Professional Services Network,Health,"Washington, DC",Million,Maryland,1.07,"3,152",5
DrivingSales,Business Products & Services,Salt Lake City,Million,Utah,1.07,"3,153",5
DRT Transportation,Logistics & Transportation,"Lebanon, PA",Million,Pennsylvania,1.07,"3,154",39
G.S. Gelato & Desserts,Manufacturing,"Crestview-Fort Walton Beach-Destin, FL",Million,Florida,1.07,"3,155",9
Delta Project Management,Health,San Francisco,Million,California,1.07,"3,156",10
hire priority,Human Resources,Austin,Million,Texas,1.07,"3,157",4
Direct Components,Computer Hardware,Tampa,Million,Florida,1.07,"3,158",4
Lakes Area GraphiX and SignWorX,Advertising & Marketing,,Million,Minnesota,1.07,"3,159",5
"IBC, a DBS Company",IT Services,"Washington, DC",Million,Virginia,1.07,"3,160",35
SmartWorks,IT Services,New York City,Million,New Jersey,1.06,"3,161",18
ExamSoft Worldwide,Education,Dallas,Million,Texas,1.06,"3,162",16
Credence Management Solutions,Government Services,"Washington, DC",Million,Virginia,1.06,"3,163",32
Cellphone-Mate,Telecommunications,San Francisco,Million,California,1.06,"3,164",9
The Copley Consulting Group,IT Services,"Providence-Warwick, RI-MA",Million,Rhode Island,1.06,"3,165",7
Spire Digital,Software,Denver,Million,Colorado,1.06,"3,166",6
ELEVI Associates,IT Services,Baltimore,Million,Maryland,1.06,"3,167",6
ACCESS Destination Services,Travel & Hospitality,San Diego,Million,California,1.06,"3,168",93
iMarine USA,Retail,"Oxnard-Thousand Oaks-Ventura, CA",Million,California,1.06,"3,169",4
CENTREX Construction,Construction,"Portland, OR",Million,Oregon,1.06,"3,170",22
Integrated Prescription Management,Health,"Fresno, CA",Million,California,1.06,"3,171",110
Architectural Fabrication,Construction,Dallas,Million,Texas,1.06,"3,172",6
PepperDash Technology,Software,Boston,Million,Massachusetts,1.06,"3,173",7
InfoStretch,Software,San Jose,Million,California,1.06,"3,174",37
InterWorks,IT Services,"Stillwater, OK",Million,Oklahoma,1.06,"3,175",33
MiTeGen,Manufacturing,"Ithaca, NY",Million,New York,1.06,"3,176",2
Kurgo,Consumer Products & Services,Boston,Million,Massachusetts,1.06,"3,177",12
DSi,Business Products & Services,Nashville,Million,Tennessee,1.06,"3,178",18
Spectra Management,Insurance,Salt Lake City,Million,Utah,1.06,"3,179",4
Backstage,Media,New York City,Million,New York,1.06,"3,180",13
Peloton,Business Products & Services,Boston,Million,Massachusetts,1.06,"3,181",25
Think Through Learning,Education,"Pittsburgh, PA",Million,Pennsylvania,1.06,"3,182",19
Manifold,Advertising & Marketing,San Francisco,Million,California,1.06,"3,183",15
SafeGuard World International,Business Products & Services,Austin,Million,Texas,1.06,"3,184",39
AB Staffing Solutions,Government Services,Phoenix,Million,Arizona,1.06,"3,185",57
Solodev,Software,"Orlando, FL",Million,Florida,1.06,"3,186",2
Comfort Matters Heating and Cooling,Construction,Minneapolis,Million,Minnesota,1.06,"3,187",2
Compunnel Software Group,IT Services,New York City,Million,New Jersey,1.05,"3,188",109
PEAK Resources,IT Services,Denver,Million,Colorado,1.05,"3,189",102
Synergy Settlement Services,Business Products & Services,"Orlando, FL",Million,Florida,1.05,"3,190",4
Collateral Management,Real Estate,Miami,Million,Florida,1.05,"3,191",6
Bling Jewelry,Business Products & Services,New York City,Million,New York,1.05,"3,192",15
Billtrust,Financial Services,"Trenton, NJ",Million,New Jersey,1.05,"3,193",92
SoftNice,IT Services,"Allentown-Bethlehem-Easton, PA-NJ",Million,Pennsylvania,1.05,"3,194",11
Heritage Wealth Advisors,Financial Services,Seattle,Million,Washington,1.05,"3,195",8
The Onin Group,Human Resources,"Birmingham-Hoover, AL",Million,Alabama,1.05,"3,196",284
Dawson & Dawson,Human Resources,Los Angeles,Million,California,1.05,"3,197",4
Vology,Computer Hardware,Tampa,Million,Florida,1.05,"3,198",168
Carver Skateboards,Consumer Products & Services,Los Angeles,Million,California,1.05,"3,199",5
Primitives by Kathy,Consumer Products & Services,"Lancaster, PA",Million,Pennsylvania,1.05,"3,200",57
Steel Branding,Advertising & Marketing,Austin,Million,Texas,1.05,"3,201",4
DMI,IT Services,"Washington, DC",Million,Maryland,1.05,"3,202",333
Get Your Move On,Logistics & Transportation,Phoenix,Million,Arizona,1.05,"3,203",2
TalenTrust,Human Resources,Denver,Million,Colorado,1.04,"3,204",2
GSquared Group,IT Services,Atlanta,Million,Georgia,1.04,"3,205",8
Service Nation,Business Products & Services,Dallas,Million,Texas,1.04,"3,206",10
ReSource Pro,Insurance,New York City,Million,New York,1.04,"3,207",50
RiverRoad Waste Solutions,Environmental Services,New York City,Million,New Jersey,1.04,"3,208",83
Apple Bus Company,Logistics & Transportation,"Kansas City, MO-KS",Million,Missouri,1.04,"3,209",44
FreightPros,Logistics & Transportation,Austin,Million,Texas,1.04,"3,210",15
Sunset Healthcare Solutions,Health,Chicago,Million,Illinois,1.04,"3,211",14
AccuReg Software,Health,"Mobile, AL",Million,Alabama,1.04,"3,212",6
Vaystays,Software,Chicago,Million,Illinois,1.04,"3,213",2
No-IP,IT Services,"Reno, NV",Million,Nevada,1.04,"3,214",5
The American Eagle Mortgage Co.,Real Estate,Cleveland,Million,Ohio,1.04,"3,215",32
BrightSign,Computer Hardware,San Jose,Million,California,1.04,"3,216",41
SaveAround,Advertising & Marketing,"Binghamton, NY",Million,New York,1.04,"3,217",14
Logistic Dynamics,Logistics & Transportation,"Buffalo-Cheektowaga-Niagara Falls, NY",Million,New York,1.04,"3,218",80
UR Holdings,Construction,Dallas,Million,Texas,1.04,"3,219",96
Endurance,Insurance,Chicago,Million,Illinois,1.04,"3,220",128
ASP Global,Health,Atlanta,Million,Georgia,1.04,"3,221",28
SingleMind,IT Services,"Portland, OR",Million,Oregon,1.04,"3,222",2
CrossFire Group,Human Resources,Detroit,Million,Michigan,1.04,"3,223",41
Avenue Code,IT Services,San Francisco,Million,California,1.04,"3,224",22
Tarantino & Company,Health,"Milwaukee-Waukesha-West Allis, WI",Million,Wisconsin,1.04,"3,225",10
Magnolia Physical Therapy,Health,"New Orleans-Metairie, LA",Million,Louisiana,1.04,"3,226",3
Fine Solutions,IT Services,Seattle,Million,Washington,1.04,"3,227",9
BigSpeak Speakers Bureau,Business Products & Services,"Santa Maria-Santa Barbara, CA",Million,California,1.04,"3,228",11
Gibson International,Real Estate,Los Angeles,Million,California,1.04,"3,229",20
ASL Services,Consumer Products & Services,"Orlando, FL",Million,Florida,1.04,"3,230",9
Velir,IT Services,Boston,Million,Massachusetts,1.03,"3,231",21
Emergenetics International,Business Products & Services,Denver,Million,Colorado,1.03,"3,232",7
Innvision Hospitality,Business Products & Services,Atlanta,Million,Georgia,1.03,"3,233",62
Meathead Movers,Logistics & Transportation,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Million,California,1.03,"3,234",12
Sophisticated Systems,IT Services,"Columbus, OH",Million,Ohio,1.03,"3,235",39
Software Paradigms International Group,IT Services,Atlanta,Million,Georgia,1.03,"3,236",84
US Logistics,Logistics & Transportation,Cincinnati,Million,Ohio,1.03,"3,237",98
TEKConn Services,IT Services,New York City,Million,New York,1.03,"3,238",4
CTE Logistics,Logistics & Transportation,Seattle,Million,Washington,1.03,"3,239",5
RAPID,Manufacturing,"Manchester-Nashua, NH",Million,New Hampshire,1.03,"3,240",38
Gorilla Group,Software,Chicago,Million,Illinois,1.03,"3,241",22
Ready Set Rocket,Advertising & Marketing,New York City,Million,New York,1.03,"3,242",4
Rincon Consultants,Environmental Services,"Oxnard-Thousand Oaks-Ventura, CA",Million,California,1.03,"3,243",20
Point Recognition,Business Products & Services,Cleveland,Million,Ohio,1.03,"3,244",9
DWM Facilities Maintenance,Business Products & Services,"Albany-Schenectady-Troy, NY",Million,New York,1.03,"3,245",23
Worksighted,IT Services,"Grand Rapids-Wyoming, MI",Million,Michigan,1.03,"3,246",8
CIO Partners,Human Resources,Atlanta,Million,Georgia,1.03,"3,247",2
Credible Behavioral Health,Software,"Washington, DC",Million,Maryland,1.03,"3,248",23
SBS Group,IT Services,New York City,Million,New Jersey,1.03,"3,249",40
HandyPro International,Construction,Detroit,Million,Michigan,1.03,"3,250",2
Joseph Bernard,Real Estate,"Portland, OR",Million,Oregon,1.03,"3,251",2
Gerber,Financial Services,"Columbus, OH",Million,Ohio,1.03,"3,252",2
Partner's Consulting,IT Services,Philadelphia,Million,Pennsylvania,1.03,"3,253",9
Rhythm Engineering,Government Services,"Kansas City, MO-KS",Million,Kansas,1.03,"3,254",19
Trueffect,Advertising & Marketing,Denver,Million,Colorado,1.03,"3,255",32
National Glazing Solutions,Construction,Atlanta,Million,Georgia,1.03,"3,256",4
H. A. Storage Systems,IT Services,Philadelphia,Million,Pennsylvania,1.02,"3,257",53
Solomon Group,Media,"New Orleans-Metairie, LA",Million,Louisiana,1.02,"3,258",21
Rhythm,Advertising & Marketing,Los Angeles,Million,California,1.02,"3,259",7
Arizona Fireplaces,Consumer Products & Services,Phoenix,Million,Arizona,1.02,"3,260",19
Arrow Security,Security,New York City,Million,New York,1.02,"3,261",28
Global Communications Group,Telecommunications,Denver,Million,Colorado,1.02,"3,262",7
Cumming,Construction,Los Angeles,Million,California,1.02,"3,263",103
link-systems International,Education,Tampa,Million,Florida,1.02,"3,264",10
Accion Labs US,IT Services,"Pittsburgh, PA",Million,Pennsylvania,1.02,"3,265",18
TISTA Science and Technology,Government Services,"Washington, DC",Million,Maryland,1.02,"3,266",32
First Soft Solutions,IT Services,New York City,Million,New Jersey,1.02,"3,267",3
BuildASign.com,Consumer Products & Services,Austin,Million,Texas,1.02,"3,268",86
Payne Capital Management,Financial Services,New York City,Million,New York,1.02,"3,269",4
Proliant,Human Resources,Atlanta,Million,Georgia,1.02,"3,270",23
Ryan Solutions,Advertising & Marketing,"Edwards, CO",Million,Colorado,1.02,"3,271",4
Carahsoft Technology,Government Services,"Washington, DC",Billion,Virginia,1.02,"3,272",
Quango,Advertising & Marketing,"Portland, OR",Million,Oregon,1.02,"3,273",5
RCD-Atlanta,Construction,Atlanta,Million,Georgia,1.02,"3,274",22
Emergent Networks,IT Services,Minneapolis,Million,Minnesota,1.02,"3,275",24
Workplace Answers,Education,Austin,Million,Texas,1.02,"3,276",10
Comprehensive Energy Services,Construction,"Orlando, FL",Million,Florida,1.02,"3,277",36
Capital Title of Texas,Real Estate,Dallas,Million,Texas,1.01,"3,278",61
NIMBL,IT Services,Denver,Million,Colorado,1.01,"3,279",13
Honey-Can-Do International,Consumer Products & Services,Chicago,Million,Illinois,1.01,"3,280",62
Hamilton Lane Advisors,Financial Services,Philadelphia,Million,Pennsylvania,1.01,"3,281",222
Connexions Data,IT Services,New York City,Million,New Jersey,1.01,"3,282",47
LPS Integration,IT Services,Nashville,Million,Tennessee,1.01,"3,283",106
Markon Solutions,Government Services,"Washington, DC",Million,Virginia,1.01,"3,284",34
Pacific Union International,Real Estate,San Francisco,Million,California,1.01,"3,285",186
Coranet Corp,IT Services,New York City,Million,New York,1.01,"3,286",43
DigiCert,Security,"Provo-Orem, UT",Million,Utah,1.01,"3,287",73
First Guaranty Mortgage,Financial Services,"Washington, DC",Million,Virginia,1.01,"3,288",100
MedMal Direct Insurance Company,Insurance,"Jacksonville, FL",Million,Florida,1.01,"3,289",16
Staff Zone,Human Resources,Atlanta,Million,Georgia,1.01,"3,290",56
Radiance Solar,Energy,Atlanta,Million,Georgia,1.01,"3,291",10
Maven Wave,IT Services,Chicago,Million,Illinois,1.01,"3,292",24
Novus Medical Detox Centers,Health,Tampa,Million,Florida,1.01,"3,293",6
Turner Duran Architects,Construction,Houston,Million,Texas,1.01,"3,294",2
Anserteam Workforce Solutions,Human Resources,Dallas,Million,Texas,1.01,"3,295",31
PlanetOne Communications,Telecommunications,Phoenix,Million,Arizona,1.01,"3,296",23
Bulk TV & Internet,Business Products & Services,"Raleigh, NC",Million,North Carolina,1,"3,297",70
Datavail,IT Services,Denver,Million,Colorado,1,"3,298",33
Remote Medical International,Health,Seattle,Million,Washington,1,"3,299",14
TDBBS,Consumer Products & Services,"Richmond, VA",Million,Virginia,1,"3,300",36
ERP Analysts,IT Services,"Columbus, OH",Million,Ohio,1,"3,301",61
QueBIT,IT Services,New York City,Million,New York,1,"3,302",29
Carling Communications,Health,San Diego,Million,California,1,"3,303",15
Lightwell,IT Services,"Columbus, OH",Million,Ohio,1,"3,304",37
Senior1Care,Health,"South Bend-Mishawaka, IN-MI",Million,Indiana,1,"3,305",5
CEO,Human Resources,Charlotte,Million,North Carolina,1,"3,306",10
"Hiller Plumbing, Heating, Cooling & Electrical",Construction,Nashville,Million,Tennessee,1,"3,307",90
Phoenix TS,Education,Baltimore,Million,Maryland,1,"3,308",6
GeekHive,Software,New York City,Million,New York,1,"3,309",4
HumCap,Human Resources,Dallas,Million,Texas,1,"3,310",4
Sales Partnerships,Business Products & Services,Denver,Million,Colorado,1,"3,311",8
Body Details,Retail,Miami,Million,Florida,1,"3,312",5
Zylun,Human Resources,"Provo-Orem, UT",Million,Utah,1,"3,313",3
Softworld,IT Services,Boston,Million,Massachusetts,0.99,"3,314",52
ITEGRIA,IT Services,Chicago,Million,Illinois,0.99,"3,315",2
Convergence Consulting Group,IT Services,Tampa,Million,Florida,0.99,"3,316",11
Swampfox Technologies,Telecommunications,"Columbia, SC",Million,South Carolina,0.99,"3,317",6
TagQuest,Advertising & Marketing,"Medford, OR",Million,Oregon,0.99,"3,318",3
Fab Fours,Manufacturing,Charlotte,Million,South Carolina,0.99,"3,319",14
Environmental Management Specialists,Environmental Services,Cleveland,Million,Ohio,0.99,"3,320",33
Amanda Howard Real Estate,Real Estate,"Huntsville, AL",Million,Alabama,0.99,"3,321",4
Strategic Factory,Advertising & Marketing,Baltimore,Million,Maryland,0.99,"3,322",13
Mindspan Systems,IT Services,Atlanta,Million,Georgia,0.99,"3,323",2
bluemedia,Advertising & Marketing,Phoenix,Million,Arizona,0.99,"3,324",19
MCCi,Business Products & Services,"Tallahassee, FL",Million,Florida,0.99,"3,325",14
The Portaro Group,Telecommunications,Cleveland,Million,Ohio,0.99,"3,326",2
Filmwerks International,Media,"Wilmington, NC",Million,North Carolina,0.99,"3,327",15
Direct Mortgage Loans,Financial Services,Baltimore,Million,Maryland,0.99,"3,328",13
i9 Sports,Consumer Products & Services,Tampa,Million,Florida,0.99,"3,329",10
SSB BART Group,IT Services,"Washington, DC",Million,Virginia,0.99,"3,330",11
Johnson Security Bureau,Security,New York City,Million,New York,0.99,"3,331",4
J Curve,Human Resources,Atlanta,Million,Georgia,0.99,"3,332",7
EGen Solutions,IT Services,Chicago,Million,Illinois,0.99,"3,333",17
Insight Global,IT Services,Atlanta,Billion,Georgia,0.99,"3,334",
Boca Beauty Academy,Education,Miami,Million,Florida,0.99,"3,335",3
Redbird,Advertising & Marketing,Los Angeles,Million,California,0.99,"3,336",6
